date,hour,price,dateF
01/01/2024,1,14.19,2024-01-01
01/01/2024,1,14.93,2024-01-01
01/01/2024,1,15.93,2024-01-01
01/01/2024,1,16.05,2024-01-01
01/01/2024,2,15.84,2024-01-01
01/01/2024,2,16.6,2024-01-01
01/01/2024,2,16.9,2024-01-01
01/01/2024,2,16.28,2024-01-01
01/01/2024,3,16.06,2024-01-01
01/01/2024,3,17.15,2024-01-01
01/01/2024,3,17.23,2024-01-01
01/01/2024,3,17.54,2024-01-01
01/01/2024,4,17.71,2024-01-01
01/01/2024,4,17.89,2024-01-01
01/01/2024,4,17.97,2024-01-01
01/01/2024,4,18.24,2024-01-01
01/01/2024,5,20.5,2024-01-01
01/01/2024,5,19.49,2024-01-01
01/01/2024,5,20.79,2024-01-01
01/01/2024,5,21.85,2024-01-01
01/01/2024,6,24.28,2024-01-01
01/01/2024,6,21.8,2024-01-01
01/01/2024,6,22.08,2024-01-01
01/01/2024,6,21.72,2024-01-01
01/01/2024,7,27.57,2024-01-01
01/01/2024,7,26.06,2024-01-01
01/01/2024,7,24.81,2024-01-01
01/01/2024,7,26.31,2024-01-01
01/01/2024,8,27.9,2024-01-01
01/01/2024,8,30.04,2024-01-01
01/01/2024,8,33.91,2024-01-01
01/01/2024,8,32.5,2024-01-01
01/01/2024,9,68.65,2024-01-01
01/01/2024,9,45.07,2024-01-01
01/01/2024,9,26.05,2024-01-01
01/01/2024,9,20.61,2024-01-01
01/01/2024,10,21.76,2024-01-01
01/01/2024,10,22.82,2024-01-01
01/01/2024,10,21.68,2024-01-01
01/01/2024,10,23.05,2024-01-01
01/01/2024,11,22.93,2024-01-01
01/01/2024,11,22.37,2024-01-01
01/01/2024,11,21.98,2024-01-01
01/01/2024,11,21.63,2024-01-01
01/01/2024,12,21.3,2024-01-01
01/01/2024,12,21.36,2024-01-01
01/01/2024,12,21.25,2024-01-01
01/01/2024,12,21.08,2024-01-01
01/01/2024,13,20.99,2024-01-01
01/01/2024,13,20.43,2024-01-01
01/01/2024,13,20.67,2024-01-01
01/01/2024,13,19.35,2024-01-01
01/01/2024,14,18.08,2024-01-01
01/01/2024,14,18.57,2024-01-01
01/01/2024,14,18.47,2024-01-01
01/01/2024,14,18.41,2024-01-01
01/01/2024,15,17.02,2024-01-01
01/01/2024,15,17.29,2024-01-01
01/01/2024,15,17.1,2024-01-01
01/01/2024,15,15.02,2024-01-01
01/01/2024,16,16.66,2024-01-01
01/01/2024,16,15.88,2024-01-01
01/01/2024,16,14.6,2024-01-01
01/01/2024,16,17.1,2024-01-01
01/01/2024,17,19.52,2024-01-01
01/01/2024,17,22.04,2024-01-01
01/01/2024,17,45.11,2024-01-01
01/01/2024,17,45.33,2024-01-01
01/01/2024,18,38.38,2024-01-01
01/01/2024,18,50.43,2024-01-01
01/01/2024,18,73.49,2024-01-01
01/01/2024,18,86.66,2024-01-01
01/01/2024,19,74.72,2024-01-01
01/01/2024,19,49.85,2024-01-01
01/01/2024,19,35.79,2024-01-01
01/01/2024,19,39.08,2024-01-01
01/01/2024,20,39.07,2024-01-01
01/01/2024,20,45.43,2024-01-01
01/01/2024,20,29.91,2024-01-01
01/01/2024,20,36.42,2024-01-01
01/01/2024,21,35.88,2024-01-01
01/01/2024,21,59.03,2024-01-01
01/01/2024,21,40.26,2024-01-01
01/01/2024,21,45.09,2024-01-01
01/01/2024,22,42.67,2024-01-01
01/01/2024,22,39.76,2024-01-01
01/01/2024,22,45.61,2024-01-01
01/01/2024,22,35.39,2024-01-01
01/01/2024,23,27.06,2024-01-01
01/01/2024,23,28.5,2024-01-01
01/01/2024,23,25.39,2024-01-01
01/01/2024,23,24.16,2024-01-01
01/01/2024,24,22.78,2024-01-01
01/01/2024,24,23.06,2024-01-01
01/01/2024,24,22.98,2024-01-01
01/01/2024,24,21.94,2024-01-01
01/02/2024,1,21.75,2024-01-02
01/02/2024,1,21.7,2024-01-02
01/02/2024,1,21.6,2024-01-02
01/02/2024,1,21.67,2024-01-02
01/02/2024,2,21.51,2024-01-02
01/02/2024,2,21.62,2024-01-02
01/02/2024,2,21.82,2024-01-02
01/02/2024,2,21.05,2024-01-02
01/02/2024,3,21.65,2024-01-02
01/02/2024,3,21.58,2024-01-02
01/02/2024,3,21.05,2024-01-02
01/02/2024,3,20.88,2024-01-02
01/02/2024,4,20.48,2024-01-02
01/02/2024,4,20.06,2024-01-02
01/02/2024,4,19.06,2024-01-02
01/02/2024,4,19.23,2024-01-02
01/02/2024,5,19.23,2024-01-02
01/02/2024,5,18.65,2024-01-02
01/02/2024,5,17.93,2024-01-02
01/02/2024,5,18.47,2024-01-02
01/02/2024,6,19.99,2024-01-02
01/02/2024,6,19.5,2024-01-02
01/02/2024,6,20.46,2024-01-02
01/02/2024,6,25.8,2024-01-02
01/02/2024,7,33.24,2024-01-02
01/02/2024,7,30.37,2024-01-02
01/02/2024,7,34.74,2024-01-02
01/02/2024,7,51.19,2024-01-02
01/02/2024,8,37.0,2024-01-02
01/02/2024,8,57.77,2024-01-02
01/02/2024,8,52.11,2024-01-02
01/02/2024,8,64.67,2024-01-02
01/02/2024,9,65.11,2024-01-02
01/02/2024,9,67.81,2024-01-02
01/02/2024,9,24.97,2024-01-02
01/02/2024,9,25.91,2024-01-02
01/02/2024,10,76.74,2024-01-02
01/02/2024,10,56.76,2024-01-02
01/02/2024,10,28.98,2024-01-02
01/02/2024,10,42.76,2024-01-02
01/02/2024,11,42.31,2024-01-02
01/02/2024,11,50.47,2024-01-02
01/02/2024,11,24.74,2024-01-02
01/02/2024,11,25.34,2024-01-02
01/02/2024,12,24.42,2024-01-02
01/02/2024,12,24.81,2024-01-02
01/02/2024,12,22.66,2024-01-02
01/02/2024,12,22.33,2024-01-02
01/02/2024,13,21.57,2024-01-02
01/02/2024,13,22.32,2024-01-02
01/02/2024,13,22.7,2024-01-02
01/02/2024,13,23.45,2024-01-02
01/02/2024,14,24.06,2024-01-02
01/02/2024,14,27.16,2024-01-02
01/02/2024,14,24.72,2024-01-02
01/02/2024,14,23.9,2024-01-02
01/02/2024,15,23.62,2024-01-02
01/02/2024,15,28.87,2024-01-02
01/02/2024,15,27.24,2024-01-02
01/02/2024,15,25.31,2024-01-02
01/02/2024,16,24.11,2024-01-02
01/02/2024,16,29.86,2024-01-02
01/02/2024,16,26.14,2024-01-02
01/02/2024,16,29.91,2024-01-02
01/02/2024,17,24.43,2024-01-02
01/02/2024,17,36.27,2024-01-02
01/02/2024,17,39.42,2024-01-02
01/02/2024,17,34.64,2024-01-02
01/02/2024,18,29.8,2024-01-02
01/02/2024,18,57.98,2024-01-02
01/02/2024,18,112.92,2024-01-02
01/02/2024,18,52.41,2024-01-02
01/02/2024,19,42.7,2024-01-02
01/02/2024,19,81.27,2024-01-02
01/02/2024,19,81.25,2024-01-02
01/02/2024,19,99.71,2024-01-02
01/02/2024,20,77.93,2024-01-02
01/02/2024,20,62.24,2024-01-02
01/02/2024,20,48.37,2024-01-02
01/02/2024,20,44.66,2024-01-02
01/02/2024,21,50.66,2024-01-02
01/02/2024,21,65.15,2024-01-02
01/02/2024,21,49.87,2024-01-02
01/02/2024,21,101.02,2024-01-02
01/02/2024,22,98.82,2024-01-02
01/02/2024,22,54.47,2024-01-02
01/02/2024,22,39.02,2024-01-02
01/02/2024,22,48.23,2024-01-02
01/02/2024,23,38.41,2024-01-02
01/02/2024,23,42.69,2024-01-02
01/02/2024,23,32.64,2024-01-02
01/02/2024,23,42.1,2024-01-02
01/02/2024,24,38.75,2024-01-02
01/02/2024,24,40.77,2024-01-02
01/02/2024,24,33.05,2024-01-02
01/02/2024,24,32.52,2024-01-02
01/03/2024,1,33.25,2024-01-03
01/03/2024,1,30.79,2024-01-03
01/03/2024,1,29.9,2024-01-03
01/03/2024,1,33.83,2024-01-03
01/03/2024,2,35.76,2024-01-03
01/03/2024,2,32.98,2024-01-03
01/03/2024,2,28.16,2024-01-03
01/03/2024,2,27.99,2024-01-03
01/03/2024,3,32.28,2024-01-03
01/03/2024,3,29.74,2024-01-03
01/03/2024,3,30.39,2024-01-03
01/03/2024,3,30.03,2024-01-03
01/03/2024,4,24.67,2024-01-03
01/03/2024,4,27.26,2024-01-03
01/03/2024,4,26.32,2024-01-03
01/03/2024,4,28.78,2024-01-03
01/03/2024,5,28.37,2024-01-03
01/03/2024,5,29.66,2024-01-03
01/03/2024,5,31.28,2024-01-03
01/03/2024,5,29.99,2024-01-03
01/03/2024,6,25.84,2024-01-03
01/03/2024,6,29.22,2024-01-03
01/03/2024,6,30.83,2024-01-03
01/03/2024,6,29.59,2024-01-03
01/03/2024,7,30.68,2024-01-03
01/03/2024,7,33.01,2024-01-03
01/03/2024,7,38.25,2024-01-03
01/03/2024,7,39.27,2024-01-03
01/03/2024,8,40.16,2024-01-03
01/03/2024,8,37.62,2024-01-03
01/03/2024,8,37.36,2024-01-03
01/03/2024,8,44.86,2024-01-03
01/03/2024,9,48.49,2024-01-03
01/03/2024,9,163.08,2024-01-03
01/03/2024,9,39.78,2024-01-03
01/03/2024,9,22.85,2024-01-03
01/03/2024,10,23.22,2024-01-03
01/03/2024,10,21.83,2024-01-03
01/03/2024,10,20.98,2024-01-03
01/03/2024,10,21.18,2024-01-03
01/03/2024,11,21.32,2024-01-03
01/03/2024,11,20.34,2024-01-03
01/03/2024,11,19.32,2024-01-03
01/03/2024,11,17.72,2024-01-03
01/03/2024,12,17.94,2024-01-03
01/03/2024,12,18.17,2024-01-03
01/03/2024,12,17.74,2024-01-03
01/03/2024,12,17.41,2024-01-03
01/03/2024,13,17.57,2024-01-03
01/03/2024,13,17.63,2024-01-03
01/03/2024,13,17.49,2024-01-03
01/03/2024,13,17.34,2024-01-03
01/03/2024,14,17.2,2024-01-03
01/03/2024,14,16.32,2024-01-03
01/03/2024,14,15.99,2024-01-03
01/03/2024,14,15.87,2024-01-03
01/03/2024,15,15.73,2024-01-03
01/03/2024,15,15.87,2024-01-03
01/03/2024,15,15.8,2024-01-03
01/03/2024,15,15.88,2024-01-03
01/03/2024,16,16.08,2024-01-03
01/03/2024,16,16.02,2024-01-03
01/03/2024,16,16.22,2024-01-03
01/03/2024,16,15.76,2024-01-03
01/03/2024,17,15.87,2024-01-03
01/03/2024,17,16.29,2024-01-03
01/03/2024,17,21.51,2024-01-03
01/03/2024,17,24.78,2024-01-03
01/03/2024,18,24.36,2024-01-03
01/03/2024,18,26.54,2024-01-03
01/03/2024,18,37.67,2024-01-03
01/03/2024,18,43.13,2024-01-03
01/03/2024,19,33.15,2024-01-03
01/03/2024,19,1.65,2024-01-03
01/03/2024,19,-4.99,2024-01-03
01/03/2024,19,-6.58,2024-01-03
01/03/2024,20,-4.15,2024-01-03
01/03/2024,20,4.62,2024-01-03
01/03/2024,20,21.02,2024-01-03
01/03/2024,20,20.5,2024-01-03
01/03/2024,21,20.04,2024-01-03
01/03/2024,21,19.62,2024-01-03
01/03/2024,21,18.94,2024-01-03
01/03/2024,21,18.51,2024-01-03
01/03/2024,22,18.04,2024-01-03
01/03/2024,22,17.8,2024-01-03
01/03/2024,22,17.89,2024-01-03
01/03/2024,22,17.97,2024-01-03
01/03/2024,23,18.51,2024-01-03
01/03/2024,23,21.23,2024-01-03
01/03/2024,23,19.9,2024-01-03
01/03/2024,23,20.08,2024-01-03
01/03/2024,24,19.02,2024-01-03
01/03/2024,24,19.01,2024-01-03
01/03/2024,24,18.93,2024-01-03
01/03/2024,24,18.69,2024-01-03
01/04/2024,1,19.26,2024-01-04
01/04/2024,1,19.02,2024-01-04
01/04/2024,1,20.55,2024-01-04
01/04/2024,1,19.82,2024-01-04
01/04/2024,2,19.42,2024-01-04
01/04/2024,2,19.9,2024-01-04
01/04/2024,2,20.02,2024-01-04
01/04/2024,2,20.66,2024-01-04
01/04/2024,3,20.59,2024-01-04
01/04/2024,3,20.83,2024-01-04
01/04/2024,3,20.93,2024-01-04
01/04/2024,3,21.5,2024-01-04
01/04/2024,4,21.34,2024-01-04
01/04/2024,4,21.49,2024-01-04
01/04/2024,4,21.46,2024-01-04
01/04/2024,4,21.51,2024-01-04
01/04/2024,5,21.76,2024-01-04
01/04/2024,5,21.79,2024-01-04
01/04/2024,5,22.23,2024-01-04
01/04/2024,5,22.47,2024-01-04
01/04/2024,6,22.81,2024-01-04
01/04/2024,6,22.51,2024-01-04
01/04/2024,6,22.98,2024-01-04
01/04/2024,6,23.0,2024-01-04
01/04/2024,7,26.21,2024-01-04
01/04/2024,7,25.32,2024-01-04
01/04/2024,7,23.74,2024-01-04
01/04/2024,7,23.03,2024-01-04
01/04/2024,8,22.48,2024-01-04
01/04/2024,8,21.64,2024-01-04
01/04/2024,8,20.91,2024-01-04
01/04/2024,8,21.12,2024-01-04
01/04/2024,9,19.05,2024-01-04
01/04/2024,9,16.07,2024-01-04
01/04/2024,9,14.68,2024-01-04
01/04/2024,9,10.4,2024-01-04
01/04/2024,10,13.63,2024-01-04
01/04/2024,10,10.55,2024-01-04
01/04/2024,10,9.2,2024-01-04
01/04/2024,10,8.58,2024-01-04
01/04/2024,11,9.12,2024-01-04
01/04/2024,11,8.7,2024-01-04
01/04/2024,11,7.91,2024-01-04
01/04/2024,11,8.83,2024-01-04
01/04/2024,12,8.59,2024-01-04
01/04/2024,12,7.0,2024-01-04
01/04/2024,12,6.84,2024-01-04
01/04/2024,12,3.69,2024-01-04
01/04/2024,13,2.95,2024-01-04
01/04/2024,13,4.52,2024-01-04
01/04/2024,13,3.52,2024-01-04
01/04/2024,13,3.37,2024-01-04
01/04/2024,14,3.26,2024-01-04
01/04/2024,14,3.08,2024-01-04
01/04/2024,14,3.01,2024-01-04
01/04/2024,14,3.42,2024-01-04
01/04/2024,15,3.6,2024-01-04
01/04/2024,15,5.06,2024-01-04
01/04/2024,15,12.32,2024-01-04
01/04/2024,15,14.9,2024-01-04
01/04/2024,16,15.52,2024-01-04
01/04/2024,16,16.52,2024-01-04
01/04/2024,16,15.43,2024-01-04
01/04/2024,16,-1.37,2024-01-04
01/04/2024,17,-3.51,2024-01-04
01/04/2024,17,0.93,2024-01-04
01/04/2024,17,9.41,2024-01-04
01/04/2024,17,19.92,2024-01-04
01/04/2024,18,19.91,2024-01-04
01/04/2024,18,41.43,2024-01-04
01/04/2024,18,44.65,2024-01-04
01/04/2024,18,45.44,2024-01-04
01/04/2024,19,18.68,2024-01-04
01/04/2024,19,9.43,2024-01-04
01/04/2024,19,8.16,2024-01-04
01/04/2024,19,22.61,2024-01-04
01/04/2024,20,22.39,2024-01-04
01/04/2024,20,22.51,2024-01-04
01/04/2024,20,21.99,2024-01-04
01/04/2024,20,19.41,2024-01-04
01/04/2024,21,17.46,2024-01-04
01/04/2024,21,16.99,2024-01-04
01/04/2024,21,21.31,2024-01-04
01/04/2024,21,19.11,2024-01-04
01/04/2024,22,17.53,2024-01-04
01/04/2024,22,18.87,2024-01-04
01/04/2024,22,18.95,2024-01-04
01/04/2024,22,19.89,2024-01-04
01/04/2024,23,17.23,2024-01-04
01/04/2024,23,18.44,2024-01-04
01/04/2024,23,17.32,2024-01-04
01/04/2024,23,16.91,2024-01-04
01/04/2024,24,18.85,2024-01-04
01/04/2024,24,22.09,2024-01-04
01/04/2024,24,20.86,2024-01-04
01/04/2024,24,20.57,2024-01-04
01/05/2024,1,20.95,2024-01-05
01/05/2024,1,20.96,2024-01-05
01/05/2024,1,21.07,2024-01-05
01/05/2024,1,18.72,2024-01-05
01/05/2024,2,19.0,2024-01-05
01/05/2024,2,18.53,2024-01-05
01/05/2024,2,18.06,2024-01-05
01/05/2024,2,17.25,2024-01-05
01/05/2024,3,17.2,2024-01-05
01/05/2024,3,16.95,2024-01-05
01/05/2024,3,16.71,2024-01-05
01/05/2024,3,16.53,2024-01-05
01/05/2024,4,14.39,2024-01-05
01/05/2024,4,14.88,2024-01-05
01/05/2024,4,14.83,2024-01-05
01/05/2024,4,14.08,2024-01-05
01/05/2024,5,16.71,2024-01-05
01/05/2024,5,16.67,2024-01-05
01/05/2024,5,16.79,2024-01-05
01/05/2024,5,16.68,2024-01-05
01/05/2024,6,14.87,2024-01-05
01/05/2024,6,16.95,2024-01-05
01/05/2024,6,18.61,2024-01-05
01/05/2024,6,18.98,2024-01-05
01/05/2024,7,20.42,2024-01-05
01/05/2024,7,21.64,2024-01-05
01/05/2024,7,22.43,2024-01-05
01/05/2024,7,19.8,2024-01-05
01/05/2024,8,22.48,2024-01-05
01/05/2024,8,22.03,2024-01-05
01/05/2024,8,22.02,2024-01-05
01/05/2024,8,21.05,2024-01-05
01/05/2024,9,20.69,2024-01-05
01/05/2024,9,19.42,2024-01-05
01/05/2024,9,18.09,2024-01-05
01/05/2024,9,17.86,2024-01-05
01/05/2024,10,18.91,2024-01-05
01/05/2024,10,18.24,2024-01-05
01/05/2024,10,14.85,2024-01-05
01/05/2024,10,18.13,2024-01-05
01/05/2024,11,17.92,2024-01-05
01/05/2024,11,17.61,2024-01-05
01/05/2024,11,17.71,2024-01-05
01/05/2024,11,14.57,2024-01-05
01/05/2024,12,17.27,2024-01-05
01/05/2024,12,18.29,2024-01-05
01/05/2024,12,17.24,2024-01-05
01/05/2024,12,11.42,2024-01-05
01/05/2024,13,0.89,2024-01-05
01/05/2024,13,0.0,2024-01-05
01/05/2024,13,0.0,2024-01-05
01/05/2024,13,0.0,2024-01-05
01/05/2024,14,-0.31,2024-01-05
01/05/2024,14,-0.45,2024-01-05
01/05/2024,14,-0.33,2024-01-05
01/05/2024,14,-0.24,2024-01-05
01/05/2024,15,-0.32,2024-01-05
01/05/2024,15,-0.42,2024-01-05
01/05/2024,15,-0.54,2024-01-05
01/05/2024,15,-0.55,2024-01-05
01/05/2024,16,-0.35,2024-01-05
01/05/2024,16,-0.09,2024-01-05
01/05/2024,16,-0.01,2024-01-05
01/05/2024,16,0.0,2024-01-05
01/05/2024,17,0.0,2024-01-05
01/05/2024,17,8.24,2024-01-05
01/05/2024,17,15.79,2024-01-05
01/05/2024,17,19.08,2024-01-05
01/05/2024,18,18.24,2024-01-05
01/05/2024,18,29.55,2024-01-05
01/05/2024,18,46.28,2024-01-05
01/05/2024,18,48.48,2024-01-05
01/05/2024,19,32.77,2024-01-05
01/05/2024,19,31.08,2024-01-05
01/05/2024,19,31.55,2024-01-05
01/05/2024,19,31.97,2024-01-05
01/05/2024,20,32.82,2024-01-05
01/05/2024,20,31.91,2024-01-05
01/05/2024,20,34.38,2024-01-05
01/05/2024,20,36.36,2024-01-05
01/05/2024,21,36.89,2024-01-05
01/05/2024,21,37.94,2024-01-05
01/05/2024,21,38.64,2024-01-05
01/05/2024,21,36.43,2024-01-05
01/05/2024,22,32.69,2024-01-05
01/05/2024,22,33.53,2024-01-05
01/05/2024,22,32.0,2024-01-05
01/05/2024,22,28.67,2024-01-05
01/05/2024,23,28.15,2024-01-05
01/05/2024,23,30.09,2024-01-05
01/05/2024,23,32.08,2024-01-05
01/05/2024,23,33.77,2024-01-05
01/05/2024,24,31.88,2024-01-05
01/05/2024,24,29.29,2024-01-05
01/05/2024,24,33.75,2024-01-05
01/05/2024,24,34.04,2024-01-05
01/06/2024,1,31.57,2024-01-06
01/06/2024,1,23.68,2024-01-06
01/06/2024,1,30.74,2024-01-06
01/06/2024,1,29.03,2024-01-06
01/06/2024,2,29.03,2024-01-06
01/06/2024,2,25.41,2024-01-06
01/06/2024,2,24.78,2024-01-06
01/06/2024,2,13.69,2024-01-06
01/06/2024,3,14.89,2024-01-06
01/06/2024,3,12.71,2024-01-06
01/06/2024,3,15.09,2024-01-06
01/06/2024,3,13.15,2024-01-06
01/06/2024,4,15.82,2024-01-06
01/06/2024,4,19.96,2024-01-06
01/06/2024,4,26.41,2024-01-06
01/06/2024,4,25.67,2024-01-06
01/06/2024,5,22.18,2024-01-06
01/06/2024,5,23.59,2024-01-06
01/06/2024,5,24.02,2024-01-06
01/06/2024,5,26.45,2024-01-06
01/06/2024,6,21.58,2024-01-06
01/06/2024,6,27.23,2024-01-06
01/06/2024,6,44.99,2024-01-06
01/06/2024,6,43.2,2024-01-06
01/06/2024,7,54.98,2024-01-06
01/06/2024,7,43.97,2024-01-06
01/06/2024,7,46.01,2024-01-06
01/06/2024,7,60.24,2024-01-06
01/06/2024,8,86.29,2024-01-06
01/06/2024,8,74.43,2024-01-06
01/06/2024,8,85.29,2024-01-06
01/06/2024,8,73.01,2024-01-06
01/06/2024,9,71.41,2024-01-06
01/06/2024,9,26.47,2024-01-06
01/06/2024,9,21.63,2024-01-06
01/06/2024,9,22.05,2024-01-06
01/06/2024,10,22.0,2024-01-06
01/06/2024,10,23.42,2024-01-06
01/06/2024,10,21.78,2024-01-06
01/06/2024,10,22.0,2024-01-06
01/06/2024,11,22.59,2024-01-06
01/06/2024,11,22.71,2024-01-06
01/06/2024,11,21.84,2024-01-06
01/06/2024,11,20.9,2024-01-06
01/06/2024,12,21.74,2024-01-06
01/06/2024,12,26.36,2024-01-06
01/06/2024,12,27.51,2024-01-06
01/06/2024,12,21.53,2024-01-06
01/06/2024,13,19.96,2024-01-06
01/06/2024,13,20.97,2024-01-06
01/06/2024,13,20.9,2024-01-06
01/06/2024,13,17.24,2024-01-06
01/06/2024,14,16.0,2024-01-06
01/06/2024,14,16.41,2024-01-06
01/06/2024,14,15.84,2024-01-06
01/06/2024,14,15.04,2024-01-06
01/06/2024,15,14.67,2024-01-06
01/06/2024,15,12.93,2024-01-06
01/06/2024,15,12.22,2024-01-06
01/06/2024,15,12.65,2024-01-06
01/06/2024,16,12.48,2024-01-06
01/06/2024,16,12.03,2024-01-06
01/06/2024,16,10.27,2024-01-06
01/06/2024,16,9.81,2024-01-06
01/06/2024,17,11.56,2024-01-06
01/06/2024,17,14.4,2024-01-06
01/06/2024,17,18.3,2024-01-06
01/06/2024,17,21.1,2024-01-06
01/06/2024,18,26.93,2024-01-06
01/06/2024,18,33.43,2024-01-06
01/06/2024,18,49.75,2024-01-06
01/06/2024,18,43.84,2024-01-06
01/06/2024,19,41.88,2024-01-06
01/06/2024,19,38.75,2024-01-06
01/06/2024,19,44.08,2024-01-06
01/06/2024,19,55.51,2024-01-06
01/06/2024,20,58.41,2024-01-06
01/06/2024,20,85.09,2024-01-06
01/06/2024,20,54.77,2024-01-06
01/06/2024,20,48.42,2024-01-06
01/06/2024,21,45.97,2024-01-06
01/06/2024,21,38.86,2024-01-06
01/06/2024,21,33.71,2024-01-06
01/06/2024,21,33.98,2024-01-06
01/06/2024,22,44.96,2024-01-06
01/06/2024,22,33.38,2024-01-06
01/06/2024,22,32.48,2024-01-06
01/06/2024,22,32.89,2024-01-06
01/06/2024,23,34.42,2024-01-06
01/06/2024,23,41.31,2024-01-06
01/06/2024,23,43.49,2024-01-06
01/06/2024,23,26.21,2024-01-06
01/06/2024,24,26.88,2024-01-06
01/06/2024,24,27.5,2024-01-06
01/06/2024,24,23.74,2024-01-06
01/06/2024,24,15.06,2024-01-06
01/07/2024,1,13.96,2024-01-07
01/07/2024,1,52.2,2024-01-07
01/07/2024,1,-0.75,2024-01-07
01/07/2024,1,-1.09,2024-01-07
01/07/2024,2,71.03,2024-01-07
01/07/2024,2,93.16,2024-01-07
01/07/2024,2,22.47,2024-01-07
01/07/2024,2,11.3,2024-01-07
01/07/2024,3,80.01,2024-01-07
01/07/2024,3,46.47,2024-01-07
01/07/2024,3,36.47,2024-01-07
01/07/2024,3,56.1,2024-01-07
01/07/2024,4,62.45,2024-01-07
01/07/2024,4,59.33,2024-01-07
01/07/2024,4,150.93,2024-01-07
01/07/2024,4,90.76,2024-01-07
01/07/2024,5,74.14,2024-01-07
01/07/2024,5,49.58,2024-01-07
01/07/2024,5,61.8,2024-01-07
01/07/2024,5,45.97,2024-01-07
01/07/2024,6,97.71,2024-01-07
01/07/2024,6,99.74,2024-01-07
01/07/2024,6,77.23,2024-01-07
01/07/2024,6,56.03,2024-01-07
01/07/2024,7,33.75,2024-01-07
01/07/2024,7,33.98,2024-01-07
01/07/2024,7,33.53,2024-01-07
01/07/2024,7,34.58,2024-01-07
01/07/2024,8,32.7,2024-01-07
01/07/2024,8,27.17,2024-01-07
01/07/2024,8,24.4,2024-01-07
01/07/2024,8,24.52,2024-01-07
01/07/2024,9,19.63,2024-01-07
01/07/2024,9,13.35,2024-01-07
01/07/2024,9,0.27,2024-01-07
01/07/2024,9,-1.85,2024-01-07
01/07/2024,10,-2.7,2024-01-07
01/07/2024,10,-2.62,2024-01-07
01/07/2024,10,-2.81,2024-01-07
01/07/2024,10,-2.83,2024-01-07
01/07/2024,11,-2.94,2024-01-07
01/07/2024,11,-2.96,2024-01-07
01/07/2024,11,-3.06,2024-01-07
01/07/2024,11,-3.59,2024-01-07
01/07/2024,12,-4.0,2024-01-07
01/07/2024,12,-3.99,2024-01-07
01/07/2024,12,-3.98,2024-01-07
01/07/2024,12,-4.37,2024-01-07
01/07/2024,13,-4.85,2024-01-07
01/07/2024,13,-5.01,2024-01-07
01/07/2024,13,-5.21,2024-01-07
01/07/2024,13,-5.68,2024-01-07
01/07/2024,14,-5.65,2024-01-07
01/07/2024,14,-5.81,2024-01-07
01/07/2024,14,-5.72,2024-01-07
01/07/2024,14,-5.72,2024-01-07
01/07/2024,15,-5.62,2024-01-07
01/07/2024,15,-5.67,2024-01-07
01/07/2024,15,-5.7,2024-01-07
01/07/2024,15,-5.75,2024-01-07
01/07/2024,16,-6.05,2024-01-07
01/07/2024,16,-6.35,2024-01-07
01/07/2024,16,-6.25,2024-01-07
01/07/2024,16,-6.91,2024-01-07
01/07/2024,17,-6.31,2024-01-07
01/07/2024,17,-8.16,2024-01-07
01/07/2024,17,-6.92,2024-01-07
01/07/2024,17,-5.96,2024-01-07
01/07/2024,18,-5.85,2024-01-07
01/07/2024,18,-5.57,2024-01-07
01/07/2024,18,-4.07,2024-01-07
01/07/2024,18,-3.37,2024-01-07
01/07/2024,19,-3.29,2024-01-07
01/07/2024,19,-3.73,2024-01-07
01/07/2024,19,-3.06,2024-01-07
01/07/2024,19,-3.04,2024-01-07
01/07/2024,20,-3.0,2024-01-07
01/07/2024,20,-3.03,2024-01-07
01/07/2024,20,-3.03,2024-01-07
01/07/2024,20,-3.04,2024-01-07
01/07/2024,21,-3.03,2024-01-07
01/07/2024,21,-3.04,2024-01-07
01/07/2024,21,-3.04,2024-01-07
01/07/2024,21,-3.04,2024-01-07
01/07/2024,22,-2.96,2024-01-07
01/07/2024,22,-2.35,2024-01-07
01/07/2024,22,-2.57,2024-01-07
01/07/2024,22,-2.02,2024-01-07
01/07/2024,23,-1.97,2024-01-07
01/07/2024,23,-3.96,2024-01-07
01/07/2024,23,-3.58,2024-01-07
01/07/2024,23,-2.73,2024-01-07
01/07/2024,24,-3.0,2024-01-07
01/07/2024,24,-2.8,2024-01-07
01/07/2024,24,-2.4,2024-01-07
01/07/2024,24,-2.53,2024-01-07
01/08/2024,1,-2.89,2024-01-08
01/08/2024,1,-3.01,2024-01-08
01/08/2024,1,-3.01,2024-01-08
01/08/2024,1,-3.01,2024-01-08
01/08/2024,2,-3.01,2024-01-08
01/08/2024,2,-3.01,2024-01-08
01/08/2024,2,-3.0,2024-01-08
01/08/2024,2,-2.99,2024-01-08
01/08/2024,3,-2.89,2024-01-08
01/08/2024,3,-2.96,2024-01-08
01/08/2024,3,-2.92,2024-01-08
01/08/2024,3,-3.01,2024-01-08
01/08/2024,4,-3.0,2024-01-08
01/08/2024,4,-2.52,2024-01-08
01/08/2024,4,-2.23,2024-01-08
01/08/2024,4,-2.11,2024-01-08
01/08/2024,5,-2.2,2024-01-08
01/08/2024,5,-2.35,2024-01-08
01/08/2024,5,-2.0,2024-01-08
01/08/2024,5,-1.16,2024-01-08
01/08/2024,6,-0.03,2024-01-08
01/08/2024,6,-0.21,2024-01-08
